N,E
3333688.828006,490481.089897
3333688.446783,490480.165414
3333688.065559,490479.240931
3333687.684335,490478.316448
3333687.303111,490477.391966
3333686.921887,490476.467483
3333686.540664,490475.543000
3333686.159440,490474.618517
3333685.778216,490473.694034
3333685.396992,490472.769552
3333685.015768,490471.845069
3333684.634545,490470.920586
3333684.253321,490469.996103
3333683.872097,490469.071620
3333683.490873,490468.147138
3333683.109649,490467.222655
3333682.728426,490466.298172
3333682.347202,490465.373689
3333681.965978,490464.449207
3333681.584754,490463.524724
3333681.203530,490462.600241
3333680.822307,490461.675758
3333680.441083,490460.751275
3333680.059859,490459.826793
3333679.678635,490458.902310
3333679.297412,490457.977827
3333678.916188,490457.053344
3333678.534964,490456.128861
3333678.153740,490455.204379
3333677.772516,490454.279896
3333677.391293,490453.355413
3333677.010069,490452.430930
3333676.628845,490451.506448
3333676.247621,490450.581965
3333675.866397,490449.657482
3333675.485174,490448.732999
3333675.103950,490447.808516
3333674.722726,490446.884034
3333674.341502,490445.959551
3333673.960278,490445.035068
3333673.579055,490444.110585
3333673.197831,490443.186102
3333672.816607,490442.261620
3333672.435383,490441.337137
3333672.054159,490440.412654
3333671.672936,490439.488171
3333671.291712,490438.563689
3333670.910488,490437.639206
3333670.529264,490436.714723
3333670.148040,490435.790240
3333669.766817,490434.865757
3333669.385593,490433.941275
3333669.004369,490433.016792
3333668.623145,490432.092309
3333668.241922,490431.167826
3333667.860698,490430.243343
3333667.479474,490429.318861
3333667.098250,490428.394378
3333666.717026,490427.469895
3333666.335803,490426.545412
3333665.954579,490425.620930
3333665.573355,490424.696447
3333665.192131,490423.771964
3333664.810907,490422.847481
3333664.429684,490421.922998
3333664.048460,490420.998516
3333663.667236,490420.074033
3333663.286012,490419.149550
3333662.904788,490418.225067
3333662.523565,490417.300584
3333662.142341,490416.376102
3333661.761117,490415.451619
3333661.379893,490414.527136
3333660.998669,490413.602653
3333660.617446,490412.678171
3333660.236222,490411.753688
3333659.854998,490410.829205
3333659.473774,490409.904722
3333659.092550,490408.980239
3333658.711327,490408.055757
3333658.330103,490407.131274
3333657.948879,490406.206791
3333657.567655,490405.282308
3333657.186431,490404.357826
3333656.805208,490403.433343
3333656.423984,490402.508860
3333656.042760,490401.584377
3333655.661536,490400.659894
3333655.280313,490399.735412
3333654.899089,490398.810929
3333654.517865,490397.886446
3333654.136641,490396.961963
3333653.755417,490396.037480
3333653.374194,490395.112998
3333652.992970,490394.188515
3333652.611746,490393.264032
3333652.230522,490392.339549
3333651.849298,490391.415067
3333651.468075,490390.490584
3333651.086851,490389.566101
3333650.705627,490388.641618
3333650.324403,490387.717135
3333649.943179,490386.792653
3333649.561956,490385.868170
3333649.180732,490384.943687
3333648.799508,490384.019204
3333648.418284,490383.094721
3333648.037060,490382.170239
3333647.655837,490381.245756
3333647.274613,490380.321273
3333646.893389,490379.396790
3333646.512165,490378.472308
3333646.130941,490377.547825
3333645.749718,490376.623342
3333645.368494,490375.698859
3333644.987270,490374.774376
3333644.606046,490373.849894
3333644.224823,490372.925411
3333643.843599,490372.000928
3333643.462375,490371.076445
3333643.081151,490370.151962
3333642.699927,490369.227480
3333642.318704,490368.302997
3333641.937480,490367.378514
3333641.556256,490366.454031
3333641.175032,490365.529549
3333640.793808,490364.605066
3333640.412585,490363.680583
3333640.031361,490362.756100
3333639.650137,490361.831617
3333639.268913,490360.907135
3333638.887689,490359.982652
3333638.506466,490359.058169
3333638.125242,490358.133686
3333637.744018,490357.209203
3333637.362794,490356.284721
3333636.981570,490355.360238
3333636.600347,490354.435755
3333636.219123,490353.511272
3333635.837899,490352.586790
3333635.456675,490351.662307
3333635.075451,490350.737824
3333634.694228,490349.813341
3333634.313004,490348.888858
3333633.931780,490347.964376
3333633.550556,490347.039893
3333633.169333,490346.115410
3333632.788109,490345.190927
3333632.406885,490344.266445
3333632.025661,490343.341962
3333631.644437,490342.417479
3333631.263214,490341.492996
3333630.881990,490340.568513
3333630.500766,490339.644031
3333630.119542,490338.719548
3333629.738318,490337.795065
3333629.357095,490336.870582
3333628.975871,490335.946099
3333628.594647,490335.021617
3333628.213423,490334.097134
3333627.832199,490333.172651
3333627.450976,490332.248168
3333627.069752,490331.323686
3333626.688528,490330.399203
3333626.307304,490329.474720
3333625.926080,490328.550237
3333625.544857,490327.625754
3333625.163633,490326.701272
3333624.782409,490325.776789
3333624.401185,490324.852306
3333624.019961,490323.927823
3333623.638738,490323.003340
3333623.257514,490322.078858
3333622.876290,490321.154375
3333622.495066,490320.229892
3333622.113843,490319.305409
3333621.732619,490318.380927
3333621.351395,490317.456444
3333620.970171,490316.531961
3333620.588947,490315.607478
3333620.207724,490314.682995
3333619.826500,490313.758513
3333619.445276,490312.834030
3333619.064052,490311.909547
3333618.682828,490310.985064
3333618.301605,490310.060581
3333617.920381,490309.136099
3333617.539157,490308.211616
3333617.157933,490307.287133
3333616.776709,490306.362650
3333616.395486,490305.438168
3333616.014262,490304.513685
3333615.633038,490303.589202
3333615.251814,490302.664719
3333614.870590,490301.740236
3333614.489367,490300.815754
3333614.108143,490299.891271
3333613.726919,490298.966788
3333613.345695,490298.042305
3333612.964471,490297.117822
3333612.583248,490296.193340
3333612.202024,490295.268857
3333611.820800,490294.344374
3333611.439576,490293.419891
3333611.058352,490292.495409
3333610.677129,490291.570926
3333610.295905,490290.646443
3333609.914681,490289.721960
3333609.533457,490288.797477
3333609.152234,490287.872995
3333608.771010,490286.948512
3333608.389786,490286.024029
3333608.008562,490285.099546
3333607.627338,490284.175063
3333607.246115,490283.250581
3333606.864891,490282.326098
3333606.483667,490281.401615
3333606.102443,490280.477132
3333605.721219,490279.552650
3333605.339996,490278.628167
3333604.958772,490277.703684
3333604.577548,490276.779201
3333604.196324,490275.854718
3333603.815100,490274.930236
3333603.433877,490274.005753
3333603.052653,490273.081270
3333602.671429,490272.156787
3333602.290205,490271.232305
3333601.908981,490270.307822
3333601.527758,490269.383339
3333601.146534,490268.458856
3333600.765310,490267.534373
3333600.384086,490266.609891
3333600.002862,490265.685408
3333599.621639,490264.760925
3333599.240415,490263.836442
3333598.859191,490262.911959
3333598.477967,490261.987477
3333598.096744,490261.062994
3333597.715520,490260.138511
3333597.334296,490259.214028
3333596.953072,490258.289546
3333596.571848,490257.365063
3333596.190625,490256.440580
3333595.809401,490255.516097
3333595.428177,490254.591614
3333595.046953,490253.667132
3333594.665729,490252.742649
3333594.284506,490251.818166
3333593.903282,490250.893683
3333593.522058,490249.969200
3333593.140834,490249.044718
3333592.759610,490248.120235
3333592.378387,490247.195752
3333591.997163,490246.271269
3333591.615939,490245.346787
3333591.234715,490244.422304
3333590.853491,490243.497821
3333590.472268,490242.573338
3333590.091044,490241.648855
3333589.709820,490240.724373
3333589.328596,490239.799890
3333588.947372,490238.875407
3333588.566149,490237.950924
3333588.184925,490237.026441
3333587.803701,490236.101959
3333587.422477,490235.177476
3333587.041254,490234.252993
3333586.660030,490233.328510
3333586.278806,490232.404028
3333585.897582,490231.479545
3333585.516358,490230.555062
3333585.135135,490229.630579
3333584.753911,490228.706096
3333584.372687,490227.781614
3333583.991463,490226.857131
3333583.610239,490225.932648
3333583.229016,490225.008165
3333582.847792,490224.083682
3333582.466568,490223.159200
3333582.085344,490222.234717
3333581.704120,490221.310234
3333581.322897,490220.385751
3333580.941673,490219.461269
3333580.560449,490218.536786
3333580.179225,490217.612303
3333579.798001,490216.687820
3333579.416778,490215.763337
3333579.035554,490214.838855
3333578.654330,490213.914372
3333578.273106,490212.989889
3333577.891882,490212.065406
3333577.510659,490211.140923
3333577.129435,490210.216441
3333576.748211,490209.291958
3333576.366987,490208.367475
3333575.985764,490207.442992
3333575.604540,490206.518510
3333575.223316,490205.594027
3333574.842092,490204.669544
3333574.460868,490203.745061
3333574.079645,490202.820578
3333573.698421,490201.896096
3333573.317197,490200.971613
3333572.935973,490200.047130
3333572.554749,490199.122647
3333572.173526,490198.198165
3333571.792302,490197.273682
3333571.411078,490196.349199
3333571.029854,490195.424716
3333570.648630,490194.500233
3333570.267407,490193.575751
3333569.886183,490192.651268
3333569.504959,490191.726785
3333569.123735,490190.802302
3333568.742511,490189.877819
3333568.361288,490188.953337
3333567.980064,490188.028854
3333567.598840,490187.104371
3333567.217616,490186.179888
3333566.836392,490185.255406
3333566.455169,490184.330923
3333566.073945,490183.406440
3333565.692721,490182.481957
3333565.311497,490181.557474
3333564.930273,490180.632992
3333564.549050,490179.708509
3333564.167826,490178.784026
3333563.786602,490177.859543
3333563.405378,490176.935060
3333563.024155,490176.010578
3333562.642931,490175.086095
3333562.261707,490174.161612
3333561.880483,490173.237129
3333561.499259,490172.312647
3333561.118036,490171.388164
3333560.736812,490170.463681
3333560.355588,490169.539198
3333559.974364,490168.614715
3333559.593140,490167.690233
3333559.211917,490166.765750
3333558.830693,490165.841267
3333558.449469,490164.916784
3333558.068245,490163.992301
3333557.687021,490163.067819
3333557.305798,490162.143336
3333556.924574,490161.218853
3333556.543350,490160.294370
3333556.162126,490159.369888
3333555.780902,490158.445405
3333555.399679,490157.520922
3333555.018455,490156.596439
3333554.637231,490155.671956
3333554.256007,490154.747474
3333553.874783,490153.822991
3333553.493560,490152.898508
3333553.112336,490151.974025
3333552.731112,490151.049542
3333552.349888,490150.125060
3333551.968665,490149.200577
3333551.587441,490148.276094
3333551.206217,490147.351611
3333550.824993,490146.427129
3333550.443769,490145.502646
3333550.062546,490144.578163
3333549.681322,490143.653680
3333549.300098,490142.729197
3333548.918874,490141.804715
3333548.537650,490140.880232
3333548.156427,490139.955749
3333547.775203,490139.031266
3333547.393979,490138.106783
3333547.012755,490137.182301
3333546.631531,490136.257818
3333546.250308,490135.333335
3333545.869084,490134.408852
3333545.487860,490133.484370
3333545.106636,490132.559887
3333544.725412,490131.635404
3333544.344189,490130.710921
3333543.962965,490129.786438
3333543.581741,490128.861956
3333543.200517,490127.937473
3333542.819293,490127.012990
3333542.438070,490126.088507
3333542.056846,490125.164025
3333541.675622,490124.239542
3333541.294398,490123.315059
3333540.913175,490122.390576
3333540.531951,490121.466093
3333540.150727,490120.541611
3333539.769503,490119.617128
3333539.388279,490118.692645
3333539.007056,490117.768162
3333538.625832,490116.843679
3333538.244608,490115.919197
3333537.863384,490114.994714
3333537.482160,490114.070231
3333537.100937,490113.145748
3333536.719713,490112.221266
3333536.338489,490111.296783
3333535.957265,490110.372300
3333535.576041,490109.447817
3333535.194818,490108.523334
3333534.813594,490107.598852
3333534.432370,490106.674369
3333534.051146,490105.749886
3333533.669922,490104.825403
3333533.288699,490103.900920
3333532.907475,490102.976438
3333532.526251,490102.051955
3333532.145027,490101.127472
3333531.763803,490100.202989
3333531.382580,490099.278507
3333531.001356,490098.354024
3333530.620132,490097.429541
3333530.238908,490096.505058
3333529.857684,490095.580575
3333529.476461,490094.656093
3333529.095237,490093.731610
3333528.714013,490092.807127
3333528.332789,490091.882644
3333527.951566,490090.958161
3333527.570342,490090.033679
3333527.189118,490089.109196
3333526.807894,490088.184713
3333526.426670,490087.260230
3333526.045447,490086.335748
3333525.664223,490085.411265
3333525.282999,490084.486782
3333524.901775,490083.562299
3333524.520551,490082.637816
3333524.139328,490081.713334
3333523.758104,490080.788851
3333523.376880,490079.864368
3333522.995656,490078.939885
3333522.614432,490078.015402
3333522.233209,490077.090920
3333521.851985,490076.166437
3333521.470761,490075.241954
3333521.089537,490074.317471
3333520.708313,490073.392989
3333520.327090,490072.468506
3333519.945866,490071.544023
3333519.564642,490070.619540
3333519.183418,490069.695057
3333518.802194,490068.770575
3333518.420971,490067.846092
3333518.039747,490066.921609
3333517.658523,490065.997126
3333517.277299,490065.072644
3333516.896076,490064.148161
3333516.514852,490063.223678
3333516.133628,490062.299195
3333515.752404,490061.374712
3333515.371180,490060.450230
3333514.989957,490059.525747
3333514.608733,490058.601264
3333514.227509,490057.676781
3333513.846285,490056.752298
3333513.465061,490055.827816
3333513.083838,490054.903333
3333512.702614,490053.978850
3333512.321390,490053.054367
3333511.940166,490052.129885
3333511.558942,490051.205402
3333511.177719,490050.280919
3333510.796495,490049.356436
3333510.415271,490048.431953
3333510.034047,490047.507471
3333509.652823,490046.582988
3333509.271600,490045.658505
3333508.890376,490044.734022
3333508.509152,490043.809539
3333508.127928,490042.885057
3333507.746704,490041.960574
